Autor;Titel;Nr;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;<e1>Balzac</e1><rel> Objektivität recht nahe ist der Briefroman </rel><e2>L'Émigré</e2> (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;Honoré de Balzac author L'Émigré;author;SH;;Balzac; Objektivität recht nahe ist der Briefroman ;L'Émigré;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;<e2>Balzac</e2><rel> Objektivität recht nahe ist der Briefroman </rel><e1>L'Émigré</e1> (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;L'Émigré hasAuthor Honoré de Balzac;hasAuthor;SH;;L'Émigré; Objektivität recht nahe ist der Briefroman ;Balzac;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;<e1>Balzac</e1>s Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;Honoré de Balzac topicInterest existierende gesellschaftliche Erscheinungen;topicInterest;SH;;Balzac;;Not Found;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;Balzacs Objektivität recht nahe ist der Briefroman <e1>L'Émigré</e1> (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;L'Émigré about existierende gesellschaftliche Erscheinungen;about;SH;;L'Émigré;;Not Found;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;<e1>Balzac</e1><rel> Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen </rel><e2>Emigranten</e2> Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;Honoré de Balzac topicInterest Emigration;topicInterest;SH;neues Thema;Balzac; Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen ;Emigranten;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469;Balzacs Objektivität recht nahe ist der Briefroman <e1>L'Émigré</e1><rel>(1797) des königstreuen </rel><e2>Emigranten</e2> Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt.;L'Émigré about Emigration;about;SH;"""";L'Émigré;(1797) des königstreuen ;Emigranten;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469-470;<e1>Balzac</e1><rel> Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der </rel><e2>revolutionären Verhältnisse</e2>, vor allem auch der Emigration, am genauesten verfahrt. Die Briefform gibt dem Autor die Möglichkeit, die Ideologie seine Gruppe zu zerlegen und auf verschiedene Briefschreiber so zu verteilen, daß ein differenziertes Bild einer Zwar vermeidbaren, doch nicht mehr zurückzunehmenden Revolution entsteht.;Honoré de Balzac topicInterest Revolution;topicInterest;SH;;Balzac; Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der ;revolutionären Verhältnisse;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;469-470;Balzacs Objektivität recht nahe ist der Briefroman <e1>L'Émigré</e1><rel>(1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der </rel><e2>revolutionären Verhältnisse</e2>, vor allem auch der Emigration, am genauesten verfahrt. Die Briefform gibt dem Autor die Möglichkeit, die Ideologie seine Gruppe zu zerlegen und auf verschiedene Briefschreiber so zu verteilen, daß ein differenziertes Bild einer Zwar vermeidbaren, doch nicht mehr zurückzunehmenden Revolution entsteht.;L'Émigré about Revolution;about;SH;;L'Émigré;(1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der ;revolutionären Verhältnisse;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;479-480;Am Ende des Jahrhunderts stehen u.a. die Romane des <e1>Marquis de Sade</e1><rel> Sie sind wesentlich gegenrevolutionär, insofern als sie den destruktiven Aspekt der </rel><e2>Revolution</e2> in den Dienst des grenzenlosen Genuß- und Machtstrebens eines aristokratischen Individuums stellen, das sich einer neuen Elite zugehörig fühlt.;Marquis de Sade topicInterest Revolution*;topicInterest;SH;*neg. Aspekte d. Rev.;Marquis de Sade;Sie sind wesentlich gegenrevolutionär, insofern als sie den destruktiven Aspekt der;Revolution;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;479-480;Am Ende des Jahrhunderts stehen u.a. die Romane des <e1>Marquis de Sade</e1><rel> Sie sind wesentlich gegenrevolutionär, insofern als sie den destruktiven Aspekt der Revolution in den Dienst des grenzenlosen Genuß- und </rel><e2>Machtstrebens</e2> eines aristokratischen Individuums stellen, das sich einer neuen Elite zugehörig fühlt.;Marquis de Sade topicInterest Macht;topicInterest;SH;;Marquis de Sade; Sie sind wesentlich gegenrevolutionär, insofern als sie den destruktiven Aspekt der Revolution in den Dienst des grenzenlosen Genuß- und ;Machtstrebens;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;481;"<e1>Sade</e1><rel> Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der </rel><e2>Grausamkeiten</e2>, Verbrechen und Schrecken der revolutionären Realität für einen durch die Wirklichkeit abgestumpften Leser trifft vor allem nicht seinen eigenen ""roman noir"".";Marquis de Sade topicInterest Grausamkeiten;topicInterest;SH;neues Thema;Sade;" Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der ";Grausamkeiten;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;481;"<e1>Sade</e1><rel> Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der Grausamkeiten, </rel><e2>Verbrechen</e2> und Schrecken der revolutionären Realität für einen durch die Wirklichkeit abgestumpften Leser trifft vor allem nicht seinen eigenen ""roman noir"".";Marquis de Sade topicInterest Verbrechen;topicInterest;SH;neues Thema;Sade;" Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der Grausamkeiten, ";Verbrechen;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;481;"<e1>Sade</e1><rel> Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der Grausamkeiten, Verbrechen und </rel><e2>Schrecken</e2> der revolutionären Realität für einen durch die Wirklichkeit abgestumpften Leser trifft vor allem nicht seinen eigenen ""roman noir"".";Marquis de Sade topicInterest Schrecken;topicInterest;SH;neues Thema;Sade;" Erklärung des fiktionalen Bösen im ""roman noir"" als Überbietung der Grausamkeiten, Verbrechen und ";Schrecken;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e1>Sade</e1><rel>in seiner dritten Fassung {</rel><e2>La nouvelle Justine ou les malheurs de la vertu</e2>, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Marquis de Sade author La nouvelle Justine ou les malheurs de la vertu;author;SH;;Sade;in seiner dritten Fassung {;La nouvelle Justine ou les malheurs de la vertu;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e2>Sade</e2><rel>in seiner dritten Fassung {</rel><e1>La nouvelle Justine ou les malheurs de la vertu</e1>, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";La nouvelle Justine ou les malheurs de la vertu hasAuthor Marquis de Sade;hasAuthor;SH;;La nouvelle Justine ou les malheurs de la vertu;in seiner dritten Fassung {;Sade;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e1>Sade</e1><rel>in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; </rel><e2>Histoire de Juliette ou les prospérités du vice</e2>, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Marquis de Sade author Histoire de Juliette ou les prospérités du vice;author;SH;;Sade;"in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; ";Histoire de Juliette ou les prospérités du vice;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e2>Sade</e2><rel>in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; </rel><e1>Histoire de Juliette ou les prospérités du vice</e1>, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Histoire de Juliette ou les prospérités du vice hasAuthor Marquis de Sade;hasAuthor;SH;;Histoire de Juliette ou les prospérités du vice;"in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; ";Sade;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e1>Sade</e1><rel>in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die </rel><e2>Tugend</e2>, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Marquis de Sade topicInterest Tugend;topicInterest;SH;;Sade;"in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die ";Tugend;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß <e1>Sade</e1><rel>in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das </rel><e2>Laster</e2>, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Marquis de Sade topicInterest Laster;topicInterest;SH;;Sade;"in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das ";Laster;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß Sade in seiner dritten Fassung {<e1>La nouvelle Justine ou les malheurs de la vertu</e1><rel> 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die </rel><e2>Tugend</e2>, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";La nouvelle Justine ou les malheurs de la vertu about Tugend;about;SH;;La nouvelle Justine ou les malheurs de la vertu;" 1797; Histoire de Juliette ou les prospérités du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die ";Tugend;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß Sade in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; <e1>Histoire de Juliette ou les prospérités</e1><rel>du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die </rel><e2>Tugend</e2>, vom Blitz vernichtet, doch ihre Schwester Juliette, das Laster, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Histoire de Juliette ou les prospérités about Tugend;about;SH;;Histoire de Juliette ou les prospérités;du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die ;Tugend;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;483;"Der Terreur ist ebenfalls dafür verantwortlich, daß Sade in seiner dritten Fassung {La nouvelle Justine ou les malheurs de la vertu, 1797; <e1>Histoire de Juliette ou les prospérités</e1><rel>du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das </rel><e2>Laster</e2>, wenn nicht bestraft, so doch wenigstens zur Tugend bekehrt, wird in der letzten Fassung der Blitzschlag nicht mehr als Produkt des Zufalls inszeniert, sondern vom Laster selbst zu Hilfe gerufen, das seinerseits zu triumphieren vermag.";Histoire de Juliette ou les prospérités about Laster;about;SH;neues Thema;Histoire de Juliette ou les prospérités;du vice, 1796) die Maske vollends fallen läßt und auf moralästhetische Gesetze keine Rücksicht mehr nimmt: Wird in der ersten, kurzen Version zwar Justine, die Tugend, vom Blitz vernichtet, doch ihre Schwester Juliette, das ;Laster;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;484;Der <e1>Sade</e1><rel>che Roman, der mit der Nouvelle Justine durch die monotone Variation des Immergleichen und durch philosophische Exkurse auf viele Bände ausgeweitet ist, erscheint als eine Apologie des </rel><e2>Bösen</e2>, in der alle moralischen Werte radikal umgewertet sind.;Marquis de Sade topicInterest Böse;topicInterest;SH;;Sade;che Roman, der mit der Nouvelle Justine durch die monotone Variation des Immergleichen und durch philosophische Exkurse auf viele Bände ausgeweitet ist, erscheint als eine Apologie des ;Bösen;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;484;Der Sadesche Roman, der mit der <e1>Nouvelle Justine</e1><rel>durch die monotone Variation des Immergleichen und durch philosophische Exkurse auf viele Bände ausgeweitet ist, erscheint als eine Apologie des </rel><e2>Bösen</e2>, in der alle moralischen Werte radikal umgewertet sind.;Nouvelle Justine about Böse;about;SH;;Nouvelle Justine;durch die monotone Variation des Immergleichen und durch philosophische Exkurse auf viele Bände ausgeweitet ist, erscheint als eine Apologie des ;Bösen;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;487-488;"Die Register des Schauerromans- Burg- und Klosterruinen, Verliese, wilde Natur, Verfolgung der Guten durch die Bösen usw. - dienen in <e1>Sade</e1>s ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen Moral als Sklavenmoral.";Marquis de Sade topicInterest Ruinen;topicInterest;SH;;Sade;;;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;487-488;"Die Register des Schauerromans- Burg- und Klosterruinen, <e2>Verliese</e2><rel> wilde Natur, Verfolgung der Guten durch die Bösen usw. - dienen in </rel><e1>Sade</e1>s ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen Moral als Sklavenmoral.";Marquis de Sade topicInterest Verlies;topicInterest;SH;;Sade; wilde Natur, Verfolgung der Guten durch die Bösen usw. - dienen in ;Verliese;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;487-488;"Die Register des Schauerromans- Burg- und Klosterruinen, Verliese, wilde <e2>Natur</e2><rel> Verfolgung der Guten durch die Bösen usw. - dienen in </rel><e1>Sade</e1>s ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen Moral als Sklavenmoral.";Marquis de Sade topicInterest Natur;topicInterest;SH;;Sade; Verfolgung der Guten durch die Bösen usw. - dienen in ;Natur;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;487-488;"Die Register des Schauerromans- Burg- und Klosterruinen, Verliese, wilde Natur, <e2>Verfolgung</e2><rel>der Guten durch die Bösen usw. - dienen in </rel><e1>Sade</e1>s ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen Moral als Sklavenmoral.";Marquis de Sade topicInterest Verfolgung;topicInterest;SH;;Sade;der Guten durch die Bösen usw. - dienen in ;Verfolgung;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;487-488;"Die Register des Schauerromans- Burg- und Klosterruinen, Verliese, wilde Natur, Verfolgung der Guten durch die Bösen usw. - dienen in <e1>Sade</e1><rel> ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen </rel><e2>Moral</e2> als Sklavenmoral.";Marquis de Sade topicInterest Moral;topicInterest;SH;;Sade;" ""roman philosophique"" zur Illustrierung der ""natürlichen"" Übermacht der Starken über die Schwachen und zur Denunzierung der christlichen ";Moral;
