Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen <e2>Geschichtskonzepts</e2><rel>beiträgt („</rel><e1>Le siècle de Louis XIV</e1>“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Le siècle de Louis XIV about Geschichte;about;SH;;Le siècle de Louis XIV;beiträgt („;Geschichtskonzepts;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines <e2>philosophisch-antitheologischen Geschichtskonzepts</e2><rel> beiträgt („Le siècle de Louis XIV“, 1752; „</rel><e1>Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours</e1>“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours about Philosophie;about;SH;;Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours;" beiträgt („Le siècle de Louis XIV“, 1752; „";philosophisch-antitheologischen Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen <e2>Geschichtskonzepts</e2><rel>beiträgt („Le siècle de Louis XIV“, 1752; „</rel><e1>Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours</e1>“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours about Geschichte;about;SH;;Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours;"beiträgt („Le siècle de Louis XIV“, 1752; „";Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines <e2>philosophisch-antitheologischen Geschichtskonzepts</e2><rel> beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („</rel><e1>Dictionnaire philosophique portatif</e1>“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Dictionnaire philosophique portatif about Philosophie;about;SH;;Dictionnaire philosophique portatif;" beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („";philosophisch antitheologischen Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines <e2>philosophischantitheologischen Geschichtskonzepts</e2><rel> beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „</rel><e1>Questions sur l'Encyclopédie</e1>“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Questions sur l'Encyclopédie about Philosophie;about;SH;;Questions sur l'Encyclopédie;"beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „";philosophischantitheologischen Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1>, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen Geschichtskonzepts beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Verspottung;topicInterest;SH;;Voltaire;;Not Found;ND
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"<e1>Er</e1> engagiert sich zudem in verschiedenen <e2>Justizskandalen</e2> (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die Enzyklopädisten in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Voltaire topicInterest Justiz;topicInterest;SH;;Er; engagiert sich zudem in verschiedenen ;Justizskandalen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in verschiedenen <e2>Justizskandalen</e2><rel>(vgl. den „</rel><e1>Traité sur la tolérance à l’occasion de la mort de Jean Calas</e1>“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die Enzyklopädisten in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Traité sur la tolérance à l’occasion de la mort de Jean Calas about Justiz;about;SH;;Traité sur la tolérance à l’occasion de la mort de Jean Calas;(vgl. den „;Justizskandalen;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in verschiedenen Justizskandalen (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, <e1>Moreau</e1> und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die <e2>Enzyklopädisten</e2> in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Patrick Moreau topicInterest Encyclopédie;topicInterest;SH;;Moreau; und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die ;Enzyklopädisten;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in verschiedenen Justizskandalen (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die <e2>Enzyklopädisten</e2> <rel>in seinem Pamphlet „</rel><e1>Nouveau mémoire pour servir à l’histoire des Cacouacs</e1>“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Nouveau mémoire pour servir à l’histoire des Cacouacs about Encyclopédie;about;SH;;Nouveau mémoire pour servir à l’histoire des Cacouacs;in seinem Pamphlet „;Enzyklopädisten;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in verschiedenen Justizskandalen (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und <e1>Palissot</e1><rel>, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die </rel><e2>Enzyklopädisten</e2> in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Charles Palissot de Montenoy topicInterest Encyclopédie;topicInterest;SH;;Palissot;, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die ;Enzyklopädisten;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in <e2>verschiedenen Justizskandalen</e2><rel> (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und </rel><e1>Palissot</e1>, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die Enzyklopädisten in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „Les philosophes"" (1760).";Charles Palissot de Montenoy topicInterest Verspottung;topicInterest;SH;;Palissot; (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und ;verschiedenen Justizskandalen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in verschiedenen Justizskandalen (vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die <e2>Enzyklopädisten</e2><rel> in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „</rel><e1>Les philosophes</e1>"" (1760).";Les philosophes about Encyclopédie;about;SH;;Les philosophes; in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „;Enzyklopädisten;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Er engagiert sich zudem in <e2>verschiedenen Justizskandalen</e2><rel>(vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die Enzyklopädisten in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „</rel><e1>Les philosophes</e1>"" (1760).";Les philosophes about Verspottung;about;SH;;Les philosophes;(vgl. den „Traité sur la tolérance à l’occasion de la mort de Jean Calas“, 1763) und attackiert anti-philosophes wie Fréron, Moreau und Palissot, die ihrerseits seit linde der 50er Jahre massiv in Erscheinung treten und die Aufklärer angreifen: Moreau beleidigt die Enzyklopädisten in seinem Pamphlet „Nouveau mémoire pour servir à l’histoire des Cacouacs“ (1757), und Palissot verhöhnt sie später in seiner Komödie „;verschiedenen Justizskandalen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt <e1>Diderot</e1><rel>fundamentale dramentheoretische Abhandlungen zur Reform der </rel><e2>Schauspielkunst</e2> und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen Theaterstücken umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der Gesellschaftskritik der Aufklärung verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; Jacques le fataliste et son maître“, um 1771-73 verfaßt).";Denis Diderot topicInterest Schauspieler;topicInterest;SH;;Diderot;fundamentale dramentheoretische Abhandlungen zur Reform der ;Schauspielkunst;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;22;"Zusätzlich zu seiner Herausgebertätigkeit für die „Encyclopédie“, für die er selbst über tausend Artikel schreibt, verfaßt <e1>Diderot</e1><rel>fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen </rel><e2>Theaterstücken</e2> umzusetzen versucht, ferner bedeutende kunsttheoretische und philosophische Schriften sowie ein erzähl-theoretisch innovatives Romanoeuvre, das etwa durch dialogische Erzählstrukturen oder Einmischungen des Erzählers bereits auf den modernen Roman vorausweist, thematisch aber der Gesellschaftskritik der Aufklärung verpflichtet bleibt („Ec neveu de Rameau“, um 1761/62 begonnen; Jacques le fataliste et son maître“, um 1771-73 verfaßt).";Denis Diderot topicInterest Theater;topicInterest;SH;;Diderot;fundamentale dramentheoretische Abhandlungen zur Reform der Schauspielkunst und zum bürgerlichen Trauerspiel (/'Art. 1 14), das er selbst in seinen ;Theaterstücken;
