Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung
104;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen <e2>moralische</e2> <rel>und soziale Reformprojekte wie Le Thesmographe,</rel> <e1>Le Pornographe</e1>, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Pornographe describedAs moralisch;describedAs;SH;Le Pornographe;und soziale Reformprojekte wie Le Thesmographe,;moralische;
105;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und <e2>soziale Reformprojekte</e2> <rel>wie Le Thesmographe,</rel> <e1>Le Pornographe</e1>, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Pornographe describedAs sozial;describedAs;SH;Le Pornographe;wie Le Thesmographe,;soziale Reformprojekte;
106;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale <e2>Reformprojekte</e2> <rel>wie Le Thesmographe,</rel> <e1>Le Pornographe</e1>, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Pornographe describedAs reformierend;describedAs;SH;Le Pornographe;wie Le Thesmographe,;Reformprojekte;
107;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen <e2>moralische und</e2><rel>soziale Reformprojekte wie Le Thesmographe, Le Pornographe, </rel><e1>La Découverte australe</e1> („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";La Découverte australe describedAs moralisch;describedAs;SH;La Découverte australe;soziale Reformprojekte wie Le Thesmographe, Le Pornographe, ;moralische und;
108;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und <e2>soziale Reformprojekte</e2><rel>wie Le Thesmographe, Le Pornographe,</rel> <e1>La Découverte australe</e1> („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";La Découverte australe describedAs sozial;describedAs;SH;La Découverte australe;wie Le Thesmographe, Le Pornographe,;soziale Reformprojekte;
109;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale <e2>Reformprojekte</e2><rel>wie Le Thesmographe, Le Pornographe,</rel> <e1>La Découverte australe</e1> („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";La Découverte australe describedAs reformierend;describedAs;SH;La Découverte australe;wie Le Thesmographe, Le Pornographe,;Reformprojekte;
110;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), <e2>autobiographische Werke</e2><rel> vor allem</rel> <e1>La vie de mon père</e1> („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";La vie de mon père Genre Autobiografie;Genre;SH;La vie de mon père; vor allem;autobiographische Werke;
111;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), <e2>autobiographische Werke</e2><rel> vor allem La vie de mon père („Das Leben meines Vaters“), </rel><e1>Monsieur Nicolas, ou le coeur humain dévoilé</e1> (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Monsieur Nicolas, ou le coeur humain dévoilé Genre Autobiografie;Genre;SH;Monsieur Nicolas, ou le coeur humain dévoilé; vor allem La vie de mon père („Das Leben meines Vaters“), ;autobiographische Werke;
112;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und <e2>Romane</e2><rel>wie </rel><e1>Le Ménage parisien</e1> („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Ménage parisien Genre Roman;Genre;SH;Le Ménage parisien;wie ;Romane;
113;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und <e2>Romane</e2><rel>wie Le Ménage parisien („Der Pariser Haushalt“) oder </rel><e1>Le Paysan perverti</e1> („Der verdorbene Bauer“).";Le Paysan perverti Genre Roman;Genre;SH;Le Paysan perverti;wie Le Ménage parisien („Der Pariser Haushalt“) oder ;Romane;
114;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem <e1>La vie de mon père</e1><rel>(„Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien</rel> <e2>romaneske</e2> Züge tragen, finden sich auch in seinen Romanen autobiographische Momente.";La vie de mon père describedAs romanesk;describedAs;SH;La vie de mon père;"(„Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien";romaneske;
115;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), <e1>Monsieur Nicolas, ou le coeur humain dévoilé</e1><rel>(1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien </rel><e2>romaneske</e2> Züge tragen, finden sich auch in seinen Romanen autobiographische Momente.";Monsieur Nicolas, ou le coeur humain dévoilé describedAs romanesk;describedAs;SH;Monsieur Nicolas, ou le coeur humain dévoilé;"(1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien ";romaneske;
116;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), <e2>autobiographische Werke</e2><rel> vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie </rel><e1>Le Ménage parisien</e1> („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien romaneske Züge tragen, finden sich auch in seinen Romanen autobiographische Momente.";Le Ménage parisien describedAs autobiografisch;describedAs;SH;Le Ménage parisien;" vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie ";autobiographische Werke;
117;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), <e2>autobiographische Werke</e2><rel> vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder </rel><e1>Le Paysan perverti</e1> („Der verdorbene Bauer“).] Ebenso wie seine Autobiographien romaneske Züge tragen, finden sich auch in seinen Romanen autobiographische Momente.";Le Paysan perverti describedAs autobiografisch;describedAs;SH;Le Paysan perverti;" vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder ";autobiographische Werke;
