Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen <e1>Montesquieu</e1><rel>später den Verfall der </rel><e2>Monarchie</e2>, ihren Übergang zum Despotismus beschreibt [53], so überraschen die Parallelen zur Darstellung der Lettres persanes: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Montesquieu topicInterest Monarchie;topicInterest;SH;;Montesquieu;später den Verfall der ;Monarchie;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen <e1>Montesquieu</e1><rel>später den Verfall der Monarchie, ihren Übergang zum </rel><e2>Despotismus</e2> beschreibt [53], so überraschen die Parallelen zur Darstellung der Lettres persanes: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Montesquieu topicInterest Despotismus;topicInterest;SH;"""";Montesquieu;später den Verfall der Monarchie, ihren Übergang zum ;Despotismus;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen <e1>Montesquieu</e1> später den Verfall der Monarchie, ihren Übergang zum Despotismus beschreibt [53], so überraschen die Parallelen zur Darstellung der Lettres persanes: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Montesquieu topicInterest Egoismus;topicInterest;SH;;Montesquieu;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen Montesquieu später den Verfall der <e2>Monarchie</e2><rel> ihren Übergang zum Despotismus beschreibt [53], so überraschen die Parallelen zur Darstellung der </rel><e1>Lettres persanes</e1>: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Lettres persanes about Monarchie;about;SH;;Lettres persanes; ihren Übergang zum Despotismus beschreibt [53], so überraschen die Parallelen zur Darstellung der ;Monarchie;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen Montesquieu später den Verfall der Monarchie, ihren Übergang zum <e2>Despotismus</e2><rel>beschreibt [53], so überraschen die Parallelen zur Darstellung der </rel><e1>Lettres persanes</e1>: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Lettres persanes about Despotismus;about;SH;;Lettres persanes;beschreibt [53], so überraschen die Parallelen zur Darstellung der ;Despotismus;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;342;"Betrachtet man die Kriterien, mit denen Montesquieu später den Verfall der Monarchie, ihren Übergang zum Despotismus beschreibt [53], so überraschen die Parallelen zur Darstellung der <e1>Lettres persanes</e1>: Der König bezieht alles auf sich, Wünsche und Begierden (»vanité«), Ehre (»titres d’honneur«), wirtschaftliche Interessen seiner Untertanen dienen ausschließlich seinem konkreten Vorteil; schließlich redet er ihnen noch ein, er sei ein wundertätiger Heiland, der sie von körperlichen Leiden befreie.";Lettres persanes about Egoismus;about;SH;;Lettres persanes;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Die katastrophale Situation des französischen Staatswesens zu Beginn des 18. Jhs. kommt in diesem Text zum Ausdruck, insofern die Monarchie nach dem Höhepunkt des Großen Jahrhunderts despotische Züge angenommen hat und die Ressourcen des Landes, der Reichtum so weit ausgebeutet sind, daß der König zu einer Reihe unlauterer und nicht gerade zuverlässiger Mittel der Geldbeschaffung (»par un prodige«) greifen muß.;Montesquieu topicInterest Gesellschaftsproblematik;topicInterest;SH;;Not Foundz;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Die katastrophale Situation des französischen Staatswesens zu Beginn des 18. Jhs. kommt in diesem Text zum Ausdruck, insofern die Monarchie nach dem Höhepunkt des Großen Jahrhunderts despotische Züge angenommen hat und die Ressourcen des Landes, der Reichtum so weit ausgebeutet sind, daß der König zu einer Reihe unlauterer und nicht gerade zuverlässiger Mittel der Geldbeschaffung (»par un prodige«) greifen muß.;Lettres persanes about Gesellschaftsproblematik;about;SH;;Not Found;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;<e1>Montesquieu</e1><rel>überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten </rel><e2>kulturellen Kontextes</e2>. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer Erotik.;Montesquieu topicInterest Kultur;topicInterest;SH;;Montesquieu;überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten ;kulturellen Kontextes;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;<e1>Montesquieu</e1><rel>überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische </rel><e2>Gesellschaftssatire</e2> und staatsphilosophische Überlegungen mit dem Charme orientalischer Erotik.;Montesquieu topicInterest Gesellschaftskritik;topicInterest;SH;;Montesquieu;überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische ;Gesellschaftssatire;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;<e1>Montesquieu</e1><rel>überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und </rel><e2>staatsphilosophische Überlegungen</e2> mit dem Charme orientalischer Erotik.;Montesquieu topicInterest Staat;topicInterest;SH;;Montesquieu;überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und ;staatsphilosophische Überlegungen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;<e1>Montesquieu</e1><rel>überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme </rel><e2>orientalischer Erotik</e2>.;Montesquieu topicInterest Orient;topicInterest;SH;;Montesquieu;überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme ;orientalischer Erotik;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;<e1>Montesquieu</e1><rel>überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer </rel><e2>Erotik</e2>.;Montesquieu topicInterest Erotik;topicInterest;SH;;Montesquieu;überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des Briefromans verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer ;Erotik;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten <e2>kulturellen Kontextes</e2>. Im Aufbau des <e1>Briefromans</e1> verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer Erotik.;Lettres persanes about Kultur;about;SH;;Briefromans;. Im Aufbau des ;kulturellen Kontextes;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des <e1>Briefromans</e1> <rel>verbindet er moralistische</rel> <e2>Gesellschaftssatire</e2> und staatsphilosophische Überlegungen mit dem Charme orientalischer Erotik.;Lettres persanes about Gesellschaftskritik;about;SH;;Briefromans;verbindet er moralistische;Gesellschaftssatire;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des <e1>Briefromans</e1> <rel>verbindet er moralistische Gesellschaftssatire und</rel> <e2>staatsphilosophische Überlegungen</e2> mit dem Charme orientalischer Erotik.;Lettres persanes about Staat;about;SH;;Briefromans;verbindet er moralistische Gesellschaftssatire und;staatsphilosophische Überlegungen;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des <e1>Briefromans</e1> <rel>verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme</rel> <e2>orientalischer Erotik</e2>.;Lettres persanes about Orient;about;SH;;Briefromans;verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme;orientalischer Erotik;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;343;Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes. Im Aufbau des <e1>Briefromans</e1> <rel>verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer</rel> <e2>Erotik</e2>.;Lettres persanes about Erotik;about;SH;;Briefromans;verbindet er moralistische Gesellschaftssatire und staatsphilosophische Überlegungen mit dem Charme orientalischer;Erotik;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Die Suche nach Wissen und Weisheit in <e2>fremden Ländern</e2> <rel>endet damit, daß das soziokulturelle System, dem</rel> <e1>der Reisende</e1> ursprünglich angehört, in Frage gestellt wird.;Montesquieu topicInterest Fremdheit;topicInterest;SH;;der Reisende;endet damit, daß das soziokulturelle System, dem;fremden Ländern;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Die Suche nach Wissen und Weisheit in <e2>fremden Ländern</e2> endet damit, daß das soziokulturelle System, dem der Reisende ursprünglich angehört, in Frage gestellt wird.;Lettres persanes about Fremdheit;about;SH;;Not Found;;fremden Ländern;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;<e2>Tugend</e2><rel>und Freiheit, Gerechtigkeit und Glück betrachtet </rel><e1>Montesquieu</e1> nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und geschichtsphilosophischen Aspekt.;Montesquieu topicInterest Tugend;topicInterest;SH;;Montesquieu;und Freiheit, Gerechtigkeit und Glück betrachtet ;Tugend;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Tugend und <e2>Freiheit</e2><rel> Gerechtigkeit und Glück betrachtet </rel><e1>Montesquieu</e1> nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und geschichtsphilosophischen Aspekt.;Montesquieu topicInterest Freiheit;topicInterest;SH;;Montesquieu; Gerechtigkeit und Glück betrachtet ;Freiheit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Tugend und Freiheit, <e2>Gerechtigkeit</e2><rel>und Glück betrachtet </rel><e1>Montesquieu</e1> nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und geschichtsphilosophischen Aspekt.;Montesquieu topicInterest Gerechtigkeit;topicInterest;SH;;Montesquieu;und Glück betrachtet ;Gerechtigkeit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Tugend und Freiheit, Gerechtigkeit und <e2>Glück</e2><rel>betrachtet </rel><e1>Montesquieu</e1> nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und geschichtsphilosophischen Aspekt.;Montesquieu topicInterest Glück;topicInterest;SH;;Montesquieu;betrachtet ;Glück;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Tugend und Freiheit, Gerechtigkeit und Glück betrachtet <e1>Montesquieu</e1><rel>nicht allein unter einem individuell psychologischen, sondern auch unter einem </rel><e2>staatsphilosophischen und geschichtsphilosophischen Aspekt</e2>.;Montesquieu topicInterest Staat;topicInterest;SH;;Montesquieu;nicht allein unter einem individuell psychologischen, sondern auch unter einem ;staatsphilosophischen und geschichtsphilosophischen Aspekt;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;344;Tugend und Freiheit, Gerechtigkeit und Glück betrachtet <e1>Montesquieu</e1><rel>nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und </rel><e2>geschichtsphilosophischen Aspekt</e2>.;Montesquieu topicInterest Geschichte;topicInterest;SH;;Montesquieu;nicht allein unter einem individuell psychologischen, sondern auch unter einem staatsphilosophischen und ;geschichtsphilosophischen Aspekt;
