Autor;Titel;Passage;Aussage;Code des Typs;E1;Relation;E2;POST;Seite;Annotator/in;Nr
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Montesquieu</e1><rel> überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen </rel><e2>kulturellen Kontextes</e2> Aufbau Briefromans verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalisch Erotik;Montesquieu topicInterest Kultur;topicInterest;Montesquieu;überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen;kulturell Kontext;nan;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Montesquieu</e1><rel> überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische </rel><e2>Gesellschaftssatire</e2> staatsphilosophische Überlegung Charme orientalisch Erotik;Montesquieu topicInterest Gesellschaftskritik;topicInterest;Montesquieu;überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische;Gesellschaftssatire;nan;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Montesquieu</e1><rel> überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire </rel><e2>staatsphilosophische Überlegungen</e2> Charme orientalisch Erotik;Montesquieu topicInterest Staat;topicInterest;Montesquieu;überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire;staatsphilosophische Überlegung;nan;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Montesquieu</e1><rel> überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme </rel><e2>orientalischer Erotik</e2>;Montesquieu topicInterest Orient;topicInterest;Montesquieu;überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme;orientalisch Erotik;nan;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Montesquieu</e1><rel> überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalisch </rel><e2>Erotik</e2>;Montesquieu topicInterest Erotik;topicInterest;Montesquieu;überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau Briefromans verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalisch;Erotik;nan;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Montesquieu überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen <e2>kulturellen Kontextes</e2> Aufbau <e1>Briefromans</e1> verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalisch Erotik;Lettres persanes about Kultur;about;Briefromans;Aufbau;kulturell Kontext;ZZZ;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Montesquieu überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau <e1>Briefromans</e1> <rel> verbinden moralistische</rel> <e2>Gesellschaftssatire</e2> staatsphilosophische Überlegung Charme orientalisch Erotik;Lettres persanes about Gesellschaftskritik;about;Briefromans;verbinden moralistische;Gesellschaftssatire;ZZZ;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Montesquieu überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau <e1>Briefromans</e1> <rel> verbinden moralistische Gesellschaftssatire und</rel> <e2>staatsphilosophische Überlegungen</e2> Charme orientalisch Erotik;Lettres persanes about Staat;about;Briefromans;verbinden moralistische Gesellschaftssatire;staatsphilosophische Überlegung;ZZZ;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Montesquieu überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau <e1>Briefromans</e1> <rel> verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme</rel> <e2>orientalischer Erotik</e2>;Lettres persanes about Orient;about;Briefromans;verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme;orientalisch Erotik;ZZZ;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Montesquieu überraschen faszinieren zeitgenössisch Leser ironisch gebrochen Widerspiegelung vertrauen kulturell Kontext Aufbau <e1>Briefromans</e1> <rel> verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalischer</rel> <e2>Erotik</e2>;Lettres persanes about Erotik;about;Briefromans;verbinden moralistische Gesellschaftssatire staatsphilosophische Überlegung Charme orientalisch;Erotik;ZZZ;343;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Suche Wissen Weisheit <e2>fremden Ländern</e2> <rel> enden soziokulturelle System dem</rel> <e1>der Reisende</e1> ursprünglich anhören Frage stellen;Montesquieu topicInterest Fremdheit;topicInterest;Reisende;enden soziokulturelle System;fremd Land;ZZZ;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e2>Tugend</e2><rel> Freiheit Gerechtigkeit Glück betrachten </rel><e1>Montesquieu</e1> individuell psychologisch staatsphilosophischen geschichtsphilosophischen Aspekt;Montesquieu topicInterest Tugend;topicInterest;Montesquieu;Freiheit Gerechtigkeit Glück betrachten;Tugend;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend <e2>Freiheit</e2><rel> Gerechtigkeit Glück betrachten </rel><e1>Montesquieu</e1> individuell psychologisch staatsphilosophischen geschichtsphilosophischen Aspekt;Montesquieu topicInterest Freiheit;topicInterest;Montesquieu;Gerechtigkeit Glück betrachten;Freiheit;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend Freiheit <e2>Gerechtigkeit</e2><rel> Glück betrachten </rel><e1>Montesquieu</e1> individuell psychologisch staatsphilosophischen geschichtsphilosophischen Aspekt;Montesquieu topicInterest Gerechtigkeit;topicInterest;Montesquieu;Glück betrachten;Gerechtigkeit;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend Freiheit Gerechtigkeit <e2>Glück</e2><rel> betrachten </rel><e1>Montesquieu</e1> individuell psychologisch staatsphilosophischen geschichtsphilosophischen Aspekt;Montesquieu topicInterest Glück;topicInterest;Montesquieu;betrachten;Glück;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend Freiheit Gerechtigkeit Glück betrachten <e1>Montesquieu</e1><rel> individuell psychologisch </rel><e2>staatsphilosophischen geschichtsphilosophischen Aspekt</e2>;Montesquieu topicInterest Staat;topicInterest;Montesquieu;individuell psychologisch;staatsphilosophischen geschichtsphilosophischen Aspekt;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend Freiheit Gerechtigkeit Glück betrachten <e1>Montesquieu</e1><rel> individuell psychologisch staatsphilosophischen </rel><e2>geschichtsphilosophischen Aspekt</e2>;Montesquieu topicInterest Geschichte;topicInterest;Montesquieu;individuell psychologisch staatsphilosophischen;geschichtsphilosophischen Aspekt;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Tugend Freiheit Gerechtigkeit Glück betrachten <e1>Montesquieu</e1><rel> individuell psychologisch staats</rel><e2>philosophischen und</e2> geschichtsphilosophischen Aspekt;Montesquieu topicInterest Philosophie;topicInterest;Montesquieu;individuell psychologisch staats;philosophisch;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen glücklich Gemeinwesen <e1>Fénelon</e1><rel> utopisch Bétique </rel><e2>Aventures de Télémaque</e2> 1717 Ackerbau Viehzucht beruhen;François Fénelon author Aventures de Télémaque;author;Fénelon;utopisch Bétique;Aventures de Télémaque;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen glücklich Gemeinwesen <e2>Fénelon</e2><rel> utopisch Bétique </rel><e1>Aventures de Télémaque</e1> 1717 Ackerbau Viehzucht beruhen;Aventures de Télémaque hasAuthor François Fénelon;hasAuthor;Aventures de Télémaque;utopisch Bétique;Fénelon;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen <e1>glücklichen Gemeinwesen</e1><rel> schon</rel> <e1>Fénelon</e1>s utopisch Bétique Aventures de Télémaque 1717 Ackerbau Viehzucht beruhen;François Fénelon topicInterest Harmonie;topicInterest;Fénelon;;glücklich Gemeinwesen;RSU;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen <e2>glücklichen Gemeinwesen</e2><rel> Fénelons utopisch Bétique den</rel> <e1>Aventures de Télémaque</e1> 1717 Ackerbau Viehzucht beruhen;Aventures de Télémaque about Harmonie;about;Aventures de Télémaque;Fénelons utopisch Bétique;glücklich Gemeinwesen;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen glücklich Gemeinwesen <e1>Fénelons</e1> utopisch Bétique Aventures de Télémaque 1717 <e2>Ackerbau Viehzucht</e2> beruhen;François Fénelon topicInterest Landwirtschaft;topicInterest;Fénelons;utopisch Bétique Aventures de Télémaque 1717;Ackerbau Viehzucht;nan;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;staatspolitische Erziehung Gefühl führen glücklich Gemeinwesen Fénelons utopisch Bétique <e1>Aventures de Télémaque</e1> <rel>1717 </rel><e2>Ackerbau Viehzucht</e2> beruhen;Aventures de Télémaque about Landwirtschaft;about;Aventures de Télémaque;1717;Ackerbau Viehzucht;RSU;344;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e2>Kritik</e2><rel> religiös Vorschrift Gebräuche Glaubenssätze Persische Brief Wortlaut Islam richten geschichts moralphilosophischen Überlegung </rel><e1>Montesquieu</e1> TroglodytenErzählung einbauen vermag Leser Kritik analog Weise Christentum anwenden;Montesquieu topicInterest Kritik;topicInterest;Montesquieu;religiös Vorschrift Gebräuche Glaubenssätze Persische Brief Wortlaut Islam richten geschichts moralphilosophischen Überlegung;Kritik;nan;345;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Kritik <e2>religiöser Vorschriften</e2><rel> Gebräuche Glaubenssätze Persische Brief Wortlaut Islam richten geschichts moralphilosophischen Überlegung </rel><e1>Montesquieu</e1> TroglodytenErzählung einbauen vermag Leser Kritik analog Weise Christentum anwenden;Montesquieu topicInterest Religion*;topicInterest;Montesquieu;Gebräuche Glaubenssätze Persische Brief Wortlaut Islam richten geschichts moralphilosophischen Überlegung;religiös Vorschrift;nan;345;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e2>Kritik</e2> <rel> religiös Vorschrift Gebräuche Glaubenssätze den</rel> <e1>Persischen Briefen</e1> Wortlaut Islam richten geschichts moralphilosophischen Überlegung Montesquieu TroglodytenErzählung einbauen vermag Leser Kritik analog Weise Christentum anwenden;Lettres persanes about Kritik;about;Persische Brief;religiös Vorschrift Gebräuche Glaubenssätze;Kritik;nan;345;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Kritik <e2>religiöser Vorschriften</e2><rel> Gebräuche Glaubenssätze den</rel> <e1>Persischen Briefen</e1> Wortlaut Islam richten geschichts moralphilosophischen Überlegung Montesquieu TroglodytenErzählung einbauen vermag Leser Kritik analog Weise Christentum anwenden;Lettres persanes about Religion;about;Persische Brief;Gebräuche Glaubenssätze;religiös Vorschrift;nan;345;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben denen</rel> <e2>psychologische Probleme</e2> klassisch Moralistik behandeln Frage Demographie Metaphysik Religion Staatslehre Volkswirtschaft;Lettres persanes about psychologische Fragen;about;Persische Brief;geben;psychologische Problem;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben psychologische Problem klassischen</rel> <e2>Moralistik</e2> behandeln Frage Demographie Metaphysik Religion Staatslehre Volkswirtschaft;Lettres persanes about Moral;about;Persische Brief;geben psychologische Problem klassisch;Moralistik;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben psychologische Problem klassisch Moralistik behandeln Frage der</rel> <e2>Demographie</e2> Metaphysik Religion Staatslehre Volkswirtschaft;Lettres persanes about Demographie;about;Persische Brief;geben psychologische Problem klassisch Moralistik behandeln Frage;Demographie;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben psychologische Problem klassisch Moralistik behandeln Frage Demographie der</rel> <e2>Metaphysik</e2> Religion Staatslehre Volkswirtschaft;Lettres persanes about Metaphysik;about;Persische Brief;geben psychologische Problem klassisch Moralistik behandeln Frage Demographie;Metaphysik;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1><rel> geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik</rel> <e2>Religion</e2> Staatslehre Volkswirtschaft;Lettres persanes about Religion;about;Persische Brief;geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik;Religion;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik Religion</rel> <e2>Staatslehre</e2> Volkswirtschaft;Lettres persanes about Staat;about;Persische Brief;geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik Religion;Staatslehre;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;mein Zusammenhang stichwortartiges Resümee thematisch intellektuell Spannweite <e1>Persischen Briefe</e1> <rel> geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik Religion Staatslehre und</rel> <e2>Volkswirtschaft</e2>;Lettres persanes about Wirtschaft;about;Persische Brief;geben psychologische Problem klassisch Moralistik behandeln Frage Demographie Metaphysik Religion Staatslehre;Volkswirtschaft;nan;346;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Brief schließen Betrachtungsweise <e1>Fontenelle</e1><rel> Stelle fromm Schrecken Pascals 58 treten Erstaunen öffnend </rel><e2>naturwissenschaftlichen Erkenntnisse</e2> Verspottung traditionell Spekulation Mensch Weltall;Bernard de Bovier de Fontenelle topicInterest Naturwissenschaft;topicInterest;Fontenelle;Stelle fromm Schrecken Pascals 58 treten Erstaunen öffnend;naturwissenschaftlichen Erkenntnis;nan;346;SH;nan
