Autor;Titel;Passage;Aussage;Code des Typs;E1;Relation;E2;POST;Seite;Annotator/in;Nr
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"Die Vorteile der gegenwärtigen Gesellschaftsordnung liegen für <e1>Rousseau</e1> auf der Seite der Reichen und Mächtigen. Die lukrativen Positionen sind in ihren Händen und die Ämter sind mit Privilegien ausgestattet; das Gesetz begünstigt sie; ihre Verbrechen werden rasch vergessen, indessen Vergehen atn Reichtum sofort die geballte Macht des Gesetzesapparates in Bewegung setzen.";Jean-Jacques Rousseau topicInterest Ungleichheit;topicInterest;Rousseau;nan;Not Found;ND;362;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"Die Vorteile der gegenwärtigen Gesellschaftsordnung liegen für <e1>Rousseau</e1><rel>auf der Seite der Reichen und Mächtigen. Die lukrativen Positionen sind in ihren Händen und die Ämter sind mit Privilegien ausgestattet; das Gesetz begünstigt sie; ihre Verbrechen werden rasch vergessen, indessen Vergehen atn Reichtum sofort die geballte </rel><e2>Macht</e2> des Gesetzesapparates in Bewegung setzen.";Jean-Jacques Rousseau topicInterest Macht;topicInterest;Rousseau;"auf der Seite der Reichen und Mächtigen. Die lukrativen Positionen sind in ihren Händen und die Ämter sind mit Privilegien ausgestattet; das Gesetz begünstigt sie; ihre Verbrechen werden rasch vergessen, indessen Vergehen atn Reichtum sofort die geballte ";Macht;nan;362;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"<e1>Rousseau</e1><rel>hat bei seiner Darstellung verschiedene Aspekte der Beziehung zwischen reich und arm, den »beiden </rel><e2>Ständen</e2>«, im Auge: die rechtliche Ungleichheit oder Ungleichbehandlung; das ständische Ansehen, die ungleiche steuerliche Belastung, die Ungleichheit der wirtschaftlichen Chancen (»Geld ist der Samen des Geldes«) und nicht zuletzt die moralische Erniedrigung oder Korruption des Armen - »aber ich halte ihn für einen verlorenen Mann, wenn er zu seinem Unglück eine anständige Seele, eine liebenswürdige hübsche Tochter und einen mächtigen Nachbarn hat«.";Jean-Jacques Rousseau topicInterest Stände;topicInterest;Rousseau;hat bei seiner Darstellung verschiedene Aspekte der Beziehung zwischen reich und arm, den »beiden ;Ständen;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"<e1>Rousseau</e1><rel>hat bei seiner Darstellung verschiedene Aspekte der Beziehung zwischen reich und arm, den »beiden Ständen«, im Auge: die rechtliche </rel><e2>Ungleichheit</e2> oder Ungleichbehandlung; das ständische Ansehen, die ungleiche steuerliche Belastung, die Ungleichheit der wirtschaftlichen Chancen (»Geld ist der Samen des Geldes«) und nicht zuletzt die moralische Erniedrigung oder Korruption des Armen - »aber ich halte ihn für einen verlorenen Mann, wenn er zu seinem Unglück eine anständige Seele, eine liebenswürdige hübsche Tochter und einen mächtigen Nachbarn hat«.";Jean-Jacques Rousseau topicInterest Ungleichheit;topicInterest;Rousseau;hat bei seiner Darstellung verschiedene Aspekte der Beziehung zwischen reich und arm, den »beiden Ständen«, im Auge: die rechtliche ;Ungleichheit;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"<e1>Rousseau</e1> hat bei seiner Darstellung verschiedene Aspekte der Beziehung zwischen reich und arm, den »beiden Ständen«, im Auge: die rechtliche Ungleichheit oder Ungleichbehandlung; das ständische Ansehen, die ungleiche steuerliche Belastung, die Ungleichheit der wirtschaftlichen Chancen (»Geld ist der Samen des Geldes«) und nicht zuletzt die moralische Erniedrigung oder Korruption des Armen - »aber ich halte ihn für einen verlorenen Mann, wenn er zu seinem Unglück eine anständige Seele, eine liebenswürdige hübsche Tochter und einen mächtigen Nachbarn hat«.";Jean-Jacques Rousseau topicInterest moralischer Verfall;topicInterest;Rousseau;nan;Not Found;ND;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Rousseau</e1><rel> bittere Überzeugung von der abgrundtiefen Verdorbenheit der bestehenden </rel><e2>gesellschaftlichen Ordnung</e2> führt über die Sozialkritik der übrigen Aufklärer hinaus.;Jean-Jacques Rousseau topicInterest Gesellschaftskritik;topicInterest;Rousseau;bittere Überzeugung von der abgrundtiefen Verdorbenheit der bestehenden;gesellschaftlichen Ordnung;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Rousseau</e1><rel>bricht diese ideologische Perspektive mit einer totalen </rel><e2>Kulturkritik</e2> auf.;Jean-Jacques Rousseau topicInterest Kulturkritik;topicInterest;Rousseau;bricht diese ideologische Perspektive mit einer totalen ;Kulturkritik;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Jean-Paul Marat</e1><rel>hat schon vor der Revolution die Anklage und Antithese </rel><e2>Rousseau</e2>s in einem Plaidoyer für die Armen aufgegriffen.;Jean-Paul Marat topicInterest Jean-Jacques Rousseau;topicInterest;Jean-Paul Marat;hat schon vor der Revolution die Anklage und Antithese ;Rousseau;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist <e1>Rousseau</e1><rel>durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der </rel><e2>Wissenschaften</e2> und Künste, der neuzeitlichen Kultur als ein glanzvolles und großartiges Schauspiel dar.;Jean-Jacques Rousseau topicInterest Wissenschaft;topicInterest;Rousseau;durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der ;Wissenschaften;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist <e1>Rousseau</e1> <rel>durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und</rel> <e2>Künste</e2>, der neuzeitlichen Kultur als ein glanzvolles und großartiges Schauspiel dar.;Jean-Jacques Rousseau topicInterest Kunst;topicInterest;Rousseau;durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und;Künste;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist <e1>Rousseau</e1><rel>durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und Künste, der neuzeitlichen </rel><e2>Kultur</e2> als ein glanzvolles und großartiges Schauspiel dar.;Jean-Jacques Rousseau topicInterest Kultur;topicInterest;Rousseau;durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer les moeurs (1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und Künste, der neuzeitlichen ;Kultur;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist Rousseau durch den Discours über die Preisfrage der Akademie von Dijon: <e1>Si le rétablissement des sciences et des arts a contribue à épurer les moeurs</e1><rel>(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der </rel><e2>Wissenschaften</e2> und Künste, der neuzeitlichen Kultur als ein glanzvolles und großartiges Schauspiel dar.;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs about Wissenschaft;about;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs;(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der ;Wissenschaften;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist Rousseau durch den Discours über die Preisfrage der Akademie von Dijon: <e1>Si le rétablissement des sciences et des arts a contribue à épurer les moeurs</e1> <rel>(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und</rel> <e2>Künste</e2>, der neuzeitlichen Kultur als ein glanzvolles und großartiges Schauspiel dar.;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs about Kunst;about;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs;(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und;Künste;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Berühmt geworden ist Rousseau durch den Discours über die Preisfrage der Akademie von Dijon: <e1>Si le rétablissement des sciences et des arts a contribue à épurer les moeurs</e1><rel>(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und Künste, der neuzeitlichen </rel><e2>Kultur</e2> als ein glanzvolles und großartiges Schauspiel dar.;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs about Kultur;about;Si le rétablissement des sciences et des arts a contribue à épurer les moeurs;(1750).] Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und Künste, der neuzeitlichen ;Kultur;nan;363;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Die Verherrlichung der seit der Renaissance errungenen wissenschaftlichen, philosophischen und zivilisatorischen Fortschritte gehörte zum kulturellen Selbstverständnis der übrigen Aufklärer — man denke nur an <e1>Voltaires</e1> <rel>Kontrastierung der Altstadt von Paris mit den</rel> <e2>Bauwerken</e2> aus der neueren Zeit (s. o. 2.4.)!;Voltaire topicInterest Architektur;topicInterest;Voltaires;Kontrastierung der Altstadt von Paris mit den;Bauwerken;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"In <e1>Rousseaus</e1><rel> Text werden die geistige und die </rel><e2>gesellschaftliche Entwicklung</e2> miteinander verquickt; die Geschichte hat demnach die Selbsterkenntnis des Menschen, die Erkenntnis und Beherrschung der äußeren Natur sowie die Gestaltung des Geschicks der Menschheit herbeigeführt.";Jean-Jacques Rousseau topicInterest gesellschaftliche Entwicklung;topicInterest;Rousseaus;Text werden die geistige und die;gesellschaftliche Entwicklung;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"In <e1>Rousseaus</e1><rel> Text werden die geistige und die gesellschaftliche Entwicklung miteinander verquickt; die Geschichte hat demnach die Selbsterkenntnis des </rel><e2>Menschen</e2>, die Erkenntnis und Beherrschung der äußeren Natur sowie die Gestaltung des Geschicks der Menschheit herbeigeführt.";Jean-Jacques Rousseau topicInterest Mensch;topicInterest;Rousseaus;"Text werden die geistige und die gesellschaftliche Entwicklung miteinander verquickt; die Geschichte hat demnach die Selbsterkenntnis des";Menschen;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"In <e1>Rousseaus</e1> <rel>Text werden die geistige und die gesellschaftliche Entwicklung miteinander verquickt; die Geschichte hat demnach die Selbsterkenntnis des Menschen, die Erkenntnis und Beherrschung der äußeren Natur sowie die Gestaltung des Geschicks der Menschheit herbeigeführt.] Allerdings entlarvt der Autor wenige Zeilen später diesen scheinbaren Glanz, indem er darunter die tatsächliche Versklavung des Menschen, den</rel> <e2>Verlust der ursprünglichen Freiheit</e2> entdeckt:";Jean-Jacques Rousseau topicInterest Unfreiheit;topicInterest;Rousseaus;"Text werden die geistige und die gesellschaftliche Entwicklung miteinander verquickt; die Geschichte hat demnach die Selbsterkenntnis des Menschen, die Erkenntnis und Beherrschung der äußeren Natur sowie die Gestaltung des Geschicks der Menschheit herbeigeführt.] Allerdings entlarvt der Autor wenige Zeilen später diesen scheinbaren Glanz, indem er darunter die tatsächliche Versklavung des Menschen, den";Verlust der ursprünglichen Freiheit;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"<e1>Rousseau</e1><rel>faßt hingegen die gesamten Errungenschaften der </rel><e2>Kultur</e2>, die andere Aufklärer als Instrumente der Befreiung und Erziehung des Menschengeschlechtes angespriesen haben, als betrügerischen Schein auf: Sie dienten dem angenehmen Zeitvertreib, mit dem die Unterdrückten über ihre Unfreiheit hinweggetäuscht und die Sitten korrumpiert werden; das Gemeinwesen werde mit ihrer Hilfe in unmündigem Müßiggang, im Zustand politischer Handlungsunfähigkeit gehalten.";Jean-Jacques Rousseau topicInterest Kultur;topicInterest;Rousseau;faßt hingegen die gesamten Errungenschaften der ;Kultur;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;"<e1>Rousseau</e1><rel>faßt hingegen die gesamten Errungenschaften der Kultur, die andere Aufklärer als Instrumente der Befreiung und Erziehung des Menschengeschlechtes angespriesen haben, als betrügerischen Schein auf: Sie dienten dem angenehmen Zeitvertreib, mit dem die Unterdrückten über ihre </rel><e2>Unfreiheit</e2> hinweggetäuscht und die Sitten korrumpiert werden; das Gemeinwesen werde mit ihrer Hilfe in unmündigem Müßiggang, im Zustand politischer Handlungsunfähigkeit gehalten.";Jean-Jacques Rousseau topicInterest Unfreiheit;topicInterest;Rousseau;faßt hingegen die gesamten Errungenschaften der Kultur, die andere Aufklärer als Instrumente der Befreiung und Erziehung des Menschengeschlechtes angespriesen haben, als betrügerischen Schein auf: Sie dienten dem angenehmen Zeitvertreib, mit dem die Unterdrückten über ihre ;Unfreiheit;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;Den falschen Weg der Menschheitsgeschichte und die <e2>Korruption</e2><rel>der gegenwärtigen Gesellschaft liest </rel><e1>Rousseau</e1> an dem Widerspruch zwischen einer hochentwickelten verfeinerten Kultur (»politesse«, »goût délicat«, »bienséance«) und der Heimtücke, dem Haß, der Furcht und der Gefühlskälte ab, die sich unter dem trügerischen Schein der feinen Bildung verbergen.;Jean-Jacques Rousseau topicInterest Korruption;topicInterest;Rousseau;der gegenwärtigen Gesellschaft liest ;Korruption;nan;364;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Rousseau</e1> hält dieser Kultur, die vom städtischen und höfischen Leben geprägt worden ist und deren Ansprüche durch die Wirklichkeit nicht eingelöst worden sind, das herausfordernde Bild eines nicht städtischen, ebenso tugendhaften wie kraftvollen Menschen entgegen: »L’homme de bien est un athlète qui se plaît à combattre nu [...]« (ebd., S. 5).;Jean-Jacques Rousseau topicInterest Landleben*;topicInterest;Rousseau;nan;Not Found;ND;364-365;SH;nan
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;<e1>Rousseau</e1><rel>hält dieser Kultur, die vom städtischen und höfischen Leben geprägt worden ist und deren Ansprüche durch die Wirklichkeit nicht eingelöst worden sind, das herausfordernde Bild eines nicht städtischen, ebenso </rel><e2>tugendhaften wie kraftvollen Menschen</e2>  entgegen: »L’homme de bien est un athlète qui se plaît à combattre nu [...]« (ebd., S. 5).;Jean-Jacques Rousseau topicInterest Tugend;topicInterest;Rousseau;hält dieser Kultur, die vom städtischen und höfischen Leben geprägt worden ist und deren Ansprüche durch die Wirklichkeit nicht eingelöst worden sind, das herausfordernde Bild eines nicht städtischen, ebenso ;tugendhaften wie kraftvollen Menschen;nan;364-365;SH;nan
